DealDate,Apartment,Mansion,Building,House
2016-05,51.96,59.28,61.22,60.45
2016-06,48.04,67.77,68.60,102.73
2016-07,39.09,55.27,62.50,76.64
2016-08,42.24,60.82,62.71,81.32
2016-09,41.76,48.68,66.39,55.57
2016-10,45.83,57.64,70.01,94.01
2016-11,44.15,59.10,80.45,63.66
2016-12,44.32,56.53,82.01,108.47
2017-01,47.56,55.04,87.43,184.22
2017-02,46.10,57.29,74.71,134.69
2017-03,41.07,60.97,82.74,119.25
2017-04,40.85,61.83,77.11,81.65
2017-05,46.21,61.39,70.58,113.22
2017-06,41.88,55.22,71.08,142.11
2017-07,40.64,56.44,76.92,133.92
2017-08,44.13,65.09,69.16,132.70
2017-09,41.08,55.09,77.03,89.18
2017-10,42.02,53.17,65.49,79.38
2017-11,50.66,57.44,61.27,78.38
2017-12,46.89,55.17,55.40,45.59
2018-01,46.79,55.24,68.72,1228.33
2018-02,47.34,59.14,75.33,88.42
2018-03,48.44,63.40,59.23,101.88
2018-04,42.85,58.71,76.48,98.09
2018-05,44.49,53.83,66.30,68.97
2018-06,43.66,59.27,57.18,99.18
2018-07,54.50,60.57,58.43,94.98
2018-08,43.97,58.52,68.49,75.73
2018-09,44.52,62.90,53.91,134.49
2018-10,43.16,52.75,68.40,113.82
2018-11,57.41,57.39,71.94,97.77
2018-12,45.55,64.47,68.31,94.84
2019-01,44.37,56.29,71.97,186.80
2019-02,41.32,62.11,60.25,85.97
2019-03,43.17,58.30,61.12,144.52
2019-04,45.15,50.55,72.39,173.31
2019-05,46.25,54.75,68.38,167.76
2019-06,42.37,63.79,67.21,149.56
2019-07,45.25,60.71,59.22,113.90
2019-08,45.15,58.79,67.53,143.04
2019-09,42.33,56.72,71.81,78.81
2019-10,45.06,51.36,64.75,104.66
2019-11,46.30,56.11,68.11,166.19
2019-12,48.87,58.98,50.00,400.42
2020-01,42.72,55.31,66.92,80.17
2020-02,39.55,55.71,78.13,77.63
2020-03,47.29,53.61,65.02,112.06
2020-04,43.75,63.98,79.79,103.86
2020-05,45.71,69.21,71.56,69.04
2020-06,51.83,61.58,76.19,107.00
2020-07,45.79,65.81,68.98,90.36
2020-08,45.83,62.80,73.21,164.56
2020-09,50.05,69.98,72.79,132.77
2020-10,46.20,63.54,72.64,93.79
2020-11,47.89,63.98,70.41,68.63
2020-12,48.06,61.20,69.78,153.99
2021-01,49.66,70.02,65.08,80.51
2021-02,45.78,64.27,68.70,140.37
2021-03,51.25,69.92,70.64,45.69
2021-04,44.11,47.55,66.56,91.95
