DealDate,Apartment,Mansion,Building,House
2016-05,35.65,35.24,68.97,107.36
2016-06,38.48,39.62,60.81,102.00
2016-07,32.24,46.69,63.05,108.35
2016-08,38.70,42.08,58.88,184.28
2016-09,36.88,44.40,55.24,43.10
2016-10,35.44,26.68,52.36,54.69
2016-11,37.46,43.90,54.26,226.67
2016-12,35.50,34.14,53.73,61.02
2017-01,36.81,53.39,50.63,80.12
2017-02,34.18,22.92,51.81,104.32
2017-03,34.72,40.41,53.01,129.57
2017-04,36.39,39.47,52.52,78.08
2017-05,35.16,38.90,45.98,102.63
2017-06,34.39,41.03,49.38,155.03
2017-07,35.96,39.90,48.98,62.33
2017-08,35.00,39.09,48.76,114.35
2017-09,37.69,56.69,49.39,106.01
2017-10,37.55,41.72,58.06,59.10
2017-11,36.48,48.71,50.48,103.48
2017-12,36.62,44.49,50.55,60.40
2018-01,37.52,44.43,50.65,116.56
2018-02,36.74,50.90,54.31,59.58
2018-03,37.62,46.79,55.42,75.54
2018-04,33.68,40.20,55.80,43.08
2018-05,37.71,38.93,58.62,83.17
2018-06,36.02,37.97,53.63,90.28
2018-07,35.60,27.56,52.87,84.61
2018-08,34.82,40.04,54.41,52.30
2018-09,34.94,46.70,50.00,50.70
2018-10,32.05,38.97,49.20,45.34
2018-11,35.64,38.57,64.14,146.07
2018-12,35.24,41.77,57.43,105.41
2019-01,38.82,39.09,53.28,108.23
2019-02,38.07,31.09,51.83,116.58
2019-03,36.72,40.96,49.97,88.49
2019-04,39.86,43.65,50.57,138.02
2019-05,35.76,40.24,54.80,58.60
2019-06,39.72,47.87,54.05,62.85
2019-07,36.08,48.92,53.23,124.68
2019-08,36.66,39.73,55.62,97.89
2019-09,36.77,38.56,53.15,106.51
2019-10,38.99,39.23,52.01,66.42
2019-11,40.27,43.30,55.79,73.63
2019-12,34.97,45.44,52.52,93.32
2020-01,32.69,36.16,56.60,193.17
2020-02,35.96,45.46,53.61,58.88
2020-03,38.59,43.53,50.95,63.94
2020-04,37.98,45.55,56.52,74.41
2020-05,38.84,51.70,51.91,79.75
2020-06,37.96,47.65,56.17,100.48
2020-07,41.61,53.19,56.19,69.79
2020-08,40.79,51.49,53.56,109.02
2020-09,42.94,47.70,55.56,109.55
2020-10,41.10,50.55,55.77,166.83
2020-11,37.82,44.11,55.42,281.79
2020-12,39.02,44.69,56.84,117.05
2021-01,40.47,46.74,54.48,54.63
2021-02,41.69,46.68,54.52,325.46
2021-03,40.11,53.17,55.90,78.22
2021-04,40.68,28.03,56.60,0
