DealDate,Apartment,Mansion,Building,House
2016-05,68.65,62.98,70.05,136.89
2016-06,64.99,66.07,74.20,166.37
2016-07,64.69,63.20,68.62,76.17
2016-08,65.62,69.64,78.54,86.21
2016-09,61.03,60.50,68.64,0
2016-10,59.18,63.83,68.11,273.86
2016-11,59.68,67.16,85.15,506.27
2016-12,60.56,64.46,100.51,0
2017-01,62.77,58.25,78.41,0
2017-02,51.95,64.15,65.46,90.65
2017-03,70.97,69.17,79.71,0
2017-04,60.20,59.97,82.11,0
2017-05,63.42,73.72,73.97,71.94
2017-06,70.36,64.56,77.43,151.82
2017-07,59.05,76.25,80.46,0
2017-08,75.38,67.01,70.86,0
2017-09,54.59,61.05,64.78,103.82
2017-10,68.85,56.55,80.03,134.48
2017-11,54.84,56.18,68.72,0
2017-12,54.30,57.78,81.74,155.38
2018-01,69.02,64.04,68.69,0
2018-02,55.51,61.49,87.35,74.38
2018-03,55.22,77.76,67.80,420.32
2018-04,58.78,63.31,76.11,84.12
2018-05,62.77,64.88,71.62,99.62
2018-06,65.19,72.66,70.91,0
2018-07,61.87,63.57,66.99,0
2018-08,67.44,65.84,75.38,0
2018-09,62.24,56.71,72.48,0
2018-10,62.73,61.43,76.31,0
2018-11,61.11,72.94,70.82,0
2018-12,60.25,67.58,66.93,73.00
2019-01,59.95,66.14,66.42,135.65
2019-02,63.63,68.14,74.64,0
2019-03,71.01,69.80,70.45,66.02
2019-04,66.42,72.56,74.05,82.74
2019-05,60.31,67.07,72.32,0
2019-06,63.11,68.37,72.49,75.73
2019-07,63.25,66.61,76.39,119.01
2019-08,69.25,62.51,77.71,77.46
2019-09,61.05,70.28,76.01,583.27
2019-10,59.20,68.53,69.44,88.22
2019-11,65.69,65.53,70.57,276.00
2019-12,67.19,61.84,68.96,109.25
2020-01,68.99,69.27,75.00,417.07
2020-02,68.53,62.91,78.32,0
2020-03,60.92,62.96,69.55,0
2020-04,63.53,62.10,75.40,165.04
2020-05,65.58,76.03,66.01,0
2020-06,66.91,72.93,84.95,215.46
2020-07,66.44,71.30,72.27,0
2020-08,67.51,67.62,74.24,221.98
2020-09,68.34,72.44,80.93,154.88
2020-10,67.37,69.71,78.85,97.04
2020-11,67.76,75.02,76.73,222.32
2020-12,60.70,76.30,78.75,145.80
2021-01,68.29,77.52,75.73,89.30
2021-02,59.62,70.78,78.67,139.01
2021-03,65.24,75.37,80.32,0
2021-04,73.62,65.86,70.94,0
