DealDate,Apartment,Mansion,Building,House
2016-05,53.77,63.85,78.17,105.62
2016-06,56.18,64.55,71.00,0
2016-07,54.53,68.53,75.47,139.50
2016-08,60.31,85.01,84.52,56.16
2016-09,52.86,68.40,85.68,0
2016-10,52.79,67.45,85.74,45.79
2016-11,54.18,60.08,77.52,43.46
2016-12,52.53,57.44,76.12,52.06
2017-01,58.63,51.67,70.31,211.09
2017-02,50.77,67.33,77.49,44.88
2017-03,59.92,60.00,84.09,0
2017-04,56.48,63.62,73.47,0
2017-05,54.89,61.57,82.96,0
2017-06,55.92,71.09,95.10,49.06
2017-07,59.31,66.42,85.43,0
2017-08,53.50,60.77,96.31,97.35
2017-09,58.58,71.02,61.07,73.34
2017-10,55.03,62.33,98.69,140.06
2017-11,54.43,72.02,83.40,75.22
2017-12,51.80,65.34,85.21,60.98
2018-01,54.99,66.85,81.67,94.86
2018-02,62.18,65.26,82.01,68.77
2018-03,57.11,72.61,76.08,125.63
2018-04,54.42,64.04,83.88,0
2018-05,58.84,74.02,106.25,46.24
2018-06,57.28,65.86,84.94,169.54
2018-07,58.82,62.55,84.48,97.63
2018-08,52.60,66.68,85.29,59.60
2018-09,56.19,64.06,77.12,99.46
2018-10,53.16,62.86,91.95,102.45
2018-11,51.42,74.87,84.80,54.38
2018-12,59.58,67.41,93.65,90.99
2019-01,58.75,60.76,82.28,118.47
2019-02,54.70,66.36,84.14,114.07
2019-03,56.69,64.04,83.37,99.01
2019-04,50.72,67.20,91.51,112.88
2019-05,55.52,69.77,109.48,50.73
2019-06,54.12,61.16,76.45,133.68
2019-07,59.03,62.04,96.12,124.09
2019-08,57.77,67.57,104.71,71.69
2019-09,50.47,71.06,100.31,54.39
2019-10,53.25,72.71,88.43,102.85
2019-11,50.83,61.91,100.41,100.50
2019-12,56.45,65.49,88.59,61.43
2020-01,55.85,72.58,88.70,0
2020-02,57.08,66.35,83.53,59.83
2020-03,59.85,69.45,82.80,63.64
2020-04,57.03,62.94,101.01,51.88
2020-05,60.59,65.38,89.42,106.14
2020-06,55.79,69.84,94.41,0
2020-07,59.54,71.24,89.07,171.28
2020-08,60.41,71.28,86.96,207.30
2020-09,56.28,62.44,94.62,104.76
2020-10,65.79,62.72,85.26,279.74
2020-11,63.91,68.82,86.56,90.44
2020-12,60.74,71.19,101.57,62.64
2021-01,61.88,75.02,86.65,76.40
2021-02,64.72,80.71,87.42,71.41
2021-03,64.94,81.19,95.85,79.19
2021-04,57.98,71.58,93.01,0
