DealDate,Apartment,Mansion,Building,House
10505,50.86,71.79,74.10,82.30
10506,62.09,63.68,71.03,79.66
10507,57.57,65.22,75.13,85.20
10508,52.21,59.19,85.35,0
10509,52.59,47.56,76.64,0
10510,59.40,48.16,69.76,279.09
10511,53.77,60.51,73.05,87.16
10512,54.32,54.05,75.35,68.46
10601,53.52,60.85,77.25,71.49
10602,52.51,61.24,85.37,93.27
10603,52.97,61.16,80.84,204.62
10604,50.36,66.13,70.77,57.12
10605,59.51,62.79,70.71,69.12
10606,59.24,67.11,72.29,0
10607,57.61,65.69,76.47,0
10608,57.83,67.80,70.66,59.69
10609,56.90,55.92,75.59,83.71
10610,56.39,63.14,74.71,54.25
10611,57.66,77.12,75.51,121.35
10612,52.57,62.86,70.06,132.36
10701,53.11,57.86,73.38,83.05
10702,56.84,68.28,80.27,0
10703,55.45,62.96,74.48,103.96
10704,53.43,65.98,79.29,149.48
10705,57.37,60.67,74.41,82.33
10706,54.67,60.90,70.10,56.41
10707,54.01,69.36,74.85,161.67
10708,57.26,59.92,71.89,69.59
10709,52.02,61.67,81.45,64.02
10710,52.04,58.71,79.87,0
10711,52.01,68.61,72.90,80.42
10712,57.22,66.56,80.23,106.04
10801,51.09,63.59,66.86,89.46
10802,58.03,62.90,73.50,188.94
10803,53.84,64.62,75.22,110.39
10804,57.33,65.95,71.37,188.96
10805,55.48,65.01,81.98,65.30
10806,54.53,62.48,72.34,67.19
10807,56.32,61.84,73.96,0
10808,55.57,58.97,71.43,130.10
10809,55.60,61.13,91.97,80.68
10810,53.92,60.57,78.62,106.76
10811,56.22,61.26,74.95,75.92
10812,58.41,57.86,78.25,212.18
10901,52.94,70.08,75.39,156.60
10902,65.26,59.82,79.23,184.65
10903,63.15,62.45,74.96,183.47
10904,56.09,59.75,72.12,150.99
10905,58.00,65.46,75.25,106.12
10906,56.26,66.53,73.36,104.42
10907,61.09,65.55,73.46,111.74
10908,57.94,64.91,79.67,142.12
10909,62.82,64.90,75.11,123.47
10910,57.78,69.73,74.81,95.83
10911,60.53,66.94,76.87,118.86
10912,56.93,74.56,73.12,97.30
11001,62.55,64.17,76.38,54.73
11002,65.53,66.26,77.63,161.39
11003,64.42,66.91,72.28,197.53
11004,55.69,63.09,69.28,72.37
