DealDate,Apartment,Mansion,Building,House
10505,50.70,57.93,54.04,131.18
10506,47.03,46.16,52.13,61.31
10507,41.72,47.52,64.91,86.39
10508,42.12,62.74,67.05,69.10
10509,42.04,46.12,62.89,100.42
10510,48.29,39.98,56.37,76.63
10511,40.91,73.46,56.92,72.96
10512,39.57,52.92,62.64,93.62
10601,40.28,52.46,49.56,59.39
10602,39.30,48.11,48.81,0
10603,41.15,55.73,66.17,53.70
10604,40.30,39.60,56.98,100.44
10605,40.43,47.14,53.66,87.60
10606,39.52,51.88,55.56,108.13
10607,45.64,47.97,58.53,114.01
10608,43.21,56.53,61.44,70.70
10609,43.15,52.11,60.04,74.05
10610,42.97,47.19,65.65,109.93
10611,47.83,48.85,66.59,182.48
10612,38.91,45.92,60.61,96.38
10701,39.73,49.91,61.33,73.96
10702,40.79,52.12,55.67,84.36
10703,42.04,42.31,65.98,59.74
10704,38.53,44.18,61.59,114.41
10705,42.03,54.78,62.76,89.21
10706,44.96,51.97,61.92,122.74
10707,46.40,41.92,59.38,105.26
10708,44.83,47.69,73.03,154.25
10709,40.72,43.56,62.23,93.58
10710,43.87,48.14,63.78,63.29
10711,44.29,45.24,61.43,141.84
10712,48.25,53.19,63.85,117.67
10801,41.45,52.37,68.60,77.69
10802,44.01,57.52,69.44,143.36
10803,47.24,52.62,58.37,87.70
10804,50.22,39.28,72.39,44.65
10805,45.71,55.14,64.01,85.74
10806,52.64,57.99,66.15,131.10
10807,53.61,50.56,66.87,70.66
10808,46.91,60.52,70.69,88.45
10809,41.06,47.41,61.07,125.41
10810,43.72,55.73,70.57,104.27
10811,45.59,54.20,66.52,131.36
10812,48.79,42.54,65.84,110.12
10901,40.89,56.01,61.09,88.77
10902,44.21,61.60,65.08,104.30
10903,37.18,59.05,66.80,99.25
10904,44.72,51.65,65.68,121.01
10905,51.07,37.35,66.16,78.77
10906,48.86,58.98,66.33,116.84
10907,42.92,58.22,67.21,103.71
10908,47.42,58.84,67.74,61.00
10909,43.26,55.08,62.71,108.18
10910,45.75,54.97,66.69,132.81
10911,55.99,51.62,63.37,60.42
10912,43.23,53.68,63.13,87.16
11001,39.78,58.53,56.52,207.44
11002,55.60,42.64,74.39,45.50
11003,46.30,55.29,68.70,51.17
11004,49.58,61.43,68.63,36.59
