DealDate,Apartment,Mansion,Building,House
2016-05,51.99,88.28,82.76,0
2016-06,64.89,73.56,81.72,97.15
2016-07,60.13,81.46,84.93,129.88
2016-08,56.10,67.18,75.11,69.98
2016-09,65.86,66.94,90.97,95.88
2016-10,71.12,66.30,77.62,154.18
2016-11,63.88,69.95,81.86,60.31
2016-12,51.78,83.41,85.84,85.91
2017-01,41.25,67.54,81.99,70.37
2017-02,52.82,73.43,73.17,111.06
2017-03,56.49,70.84,76.81,112.46
2017-04,46.63,68.00,81.39,103.95
2017-05,57.68,71.62,88.31,376.55
2017-06,48.00,73.86,85.52,0
2017-07,64.24,78.78,91.20,0
2017-08,57.39,64.75,85.06,90.41
2017-09,60.81,73.55,79.45,76.16
2017-10,61.96,65.24,72.30,169.55
2017-11,54.83,69.68,81.65,100.60
2017-12,56.77,61.45,79.98,229.20
2018-01,82.06,73.81,68.46,130.93
2018-02,65.47,65.32,85.98,679.44
2018-03,62.86,69.57,72.38,114.55
2018-04,114.41,89.00,73.95,85.34
2018-05,121.54,76.77,81.50,55.22
2018-06,95.69,83.87,81.02,364.89
2018-07,88.11,81.66,84.38,197.28
2018-08,54.72,81.37,96.82,0
2018-09,95.54,73.18,91.02,0
2018-10,58.20,64.94,89.92,0
2018-11,70.57,67.85,88.40,107.20
2018-12,72.63,78.74,82.35,33.08
2019-01,59.82,74.46,80.66,0
2019-02,77.04,76.25,97.64,102.01
2019-03,59.08,65.85,76.33,0
2019-04,61.90,75.23,81.68,137.42
2019-05,63.55,63.77,87.24,83.28
2019-06,59.62,62.33,75.52,105.09
2019-07,59.41,60.33,84.65,112.24
2019-08,54.93,73.33,75.44,218.72
2019-09,51.94,67.49,84.53,118.34
2019-10,59.81,71.02,88.75,89.59
2019-11,58.78,69.08,78.86,148.06
2019-12,60.39,71.86,82.33,251.74
2020-01,67.80,74.56,83.53,419.34
2020-02,62.67,69.54,76.70,79.19
2020-03,58.49,66.21,81.62,95.21
2020-04,58.79,54.61,78.17,424.80
2020-05,70.03,73.00,80.22,226.12
2020-06,68.46,65.60,82.70,60.13
2020-07,66.04,72.69,83.31,310.40
2020-08,68.89,76.17,78.89,244.98
2020-09,66.85,71.92,78.07,230.65
2020-10,62.50,76.32,81.85,157.70
2020-11,60.41,71.74,78.06,0
2020-12,63.25,72.05,84.01,0
2021-01,66.77,73.81,88.89,206.77
2021-02,64.03,71.86,79.48,64.25
2021-03,58.62,76.18,80.06,79.52
2021-04,76.65,71.36,79.94,0
